-0.7463  	-0.3950  	-0.8574  	-1.4513  	-0.1239  	-1.4394  	0.52926  	-0.2572  	0.07004  	0.51663  	-0.0442  	-0.3521  	0.44353  	-0.5100  	-0.3493  	1.63144  	-1.0611  	0.47169  	0.36061  	0.65828  	-0.0520  	-0.3077  	-0.6833  	0.28908  	0.01073  	-0.2534  	0.63825  	0.77864  	-0.2747  	0.25570  	0.23335  	0.54079  	0.09088  	-0.1524  	0.60507  	0.23446  	0.11052  	-0.4724  	-0.4008  	0.74999  	-0.0455  	-0.0558  	-0.4068  	0.46349  	0.33576  	-0.0450  	-0.0308  	-0.0547  	-0.0507  	-0.1578  	-0.1098  	-0.0811  	-0.0209  	-0.0359  	-0.0600  	-0.0289  	-0.0115  	-0.0357  	0.00054  	0.00693  	-0.0147  	0.00475  	0.00300  	0.03457  	0.19541  	0.06487  	0.04821  	0.02352  	-0.0182  	-0.1204  	
-0.8167  	-0.3528  	-0.8407  	-1.5528  	-0.1895  	-1.4813  	0.51845  	-0.2750  	0.03414  	0.52088  	-0.0164  	-0.4127  	0.38928  	-0.5516  	-0.3375  	1.59521  	-1.0224  	0.44781  	0.36263  	0.63489  	0.00171  	-0.2697  	-0.6571  	0.34115  	0.00362  	-0.2613  	0.73055  	0.74172  	-0.2551  	0.24532  	0.22527  	0.54454  	0.08225  	-0.1446  	0.59070  	0.24634  	0.13479  	-0.4675  	-0.4178  	0.77683  	-0.0467  	-0.0617  	-0.4385  	0.45866  	0.32177  	-0.0468  	-0.0262  	-0.0641  	-0.0586  	-0.1666  	-0.1080  	-0.0784  	-0.0226  	-0.0233  	-0.0518  	-0.0279  	-0.0155  	-0.0435  	0.00628  	0.02105  	-0.0135  	0.00887  	-0.0117  	0.02686  	0.19717  	0.06866  	0.04984  	0.02262  	-0.0176  	-0.1307  	
-0.8467  	-0.3075  	-0.7946  	-1.6573  	-0.2224  	-1.5000  	0.56096  	-0.2876  	0.01859  	0.53052  	0.02085  	-0.4814  	0.36085  	-0.5872  	-0.3720  	1.57395  	-1.0364  	0.42310  	0.35708  	0.61135  	-0.0218  	-0.2169  	-0.6371  	0.34810  	0.03410  	-0.2583  	0.75111  	0.70610  	-0.2578  	0.23726  	0.21521  	0.54534  	0.08436  	-0.1528  	0.55787  	0.28775  	0.15527  	-0.4626  	-0.4110  	0.76282  	-0.0224  	-0.0533  	-0.4434  	0.45880  	0.32216  	-0.0492  	-0.0276  	-0.0650  	-0.0592  	-0.1714  	-0.1113  	-0.0750  	-0.0227  	-0.0245  	-0.0551  	-0.0369  	-0.0094  	-0.0395  	0.00821  	0.01676  	-0.0138  	0.01060  	-0.0066  	0.03171  	0.19860  	0.07160  	0.05124  	0.02172  	-0.0171  	-0.1390  	
-0.7978  	-0.3119  	-0.7775  	-1.5681  	-0.1959  	-1.4281  	0.56253  	-0.2849  	0.03284  	0.50014  	-0.0242  	-0.4827  	0.40276  	-0.5688  	-0.3328  	1.59582  	-1.0464  	0.40098  	0.35245  	0.63558  	-0.0503  	-0.2099  	-0.6317  	0.38337  	0.06735  	-0.2716  	0.75373  	0.74038  	-0.2510  	0.25340  	0.19485  	0.55210  	0.07911  	-0.1479  	0.57116  	0.29249  	0.16213  	-0.4613  	-0.4078  	0.75713  	-0.0294  	-0.0460  	-0.4591  	0.44930  	0.32558  	-0.0531  	-0.0209  	-0.0612  	-0.0672  	-0.1756  	-0.1126  	-0.0718  	-0.0174  	-0.0253  	-0.0550  	-0.0382  	-0.0137  	-0.0455  	0.01076  	0.01628  	-0.0091  	0.00875  	-0.0116  	0.03727  	0.19969  	0.07370  	0.05240  	0.02083  	-0.0169  	-0.1453  	
-0.7612  	-0.3269  	-0.7535  	-1.5031  	-0.1751  	-1.3816  	0.56953  	-0.3073  	0.04425  	0.46753  	-0.0803  	-0.4410  	0.40551  	-0.6018  	-0.3150  	1.62418  	-1.0421  	0.40719  	0.37036  	0.62991  	-0.0789  	-0.2309  	-0.6108  	0.34513  	0.06005  	-0.2800  	0.75375  	0.78692  	-0.2121  	0.26721  	0.19102  	0.55538  	0.05961  	-0.1479  	0.56866  	0.30105  	0.13753  	-0.4691  	-0.4080  	0.76391  	-0.0352  	-0.0533  	-0.4438  	0.46091  	0.33043  	-0.0569  	-0.0285  	-0.0686  	-0.0600  	-0.1753  	-0.1021  	-0.0757  	-0.0203  	-0.0315  	-0.0540  	-0.0314  	-0.0137  	-0.0443  	0.01041  	0.01314  	-0.0087  	0.00685  	-0.0057  	0.03943  	0.20044  	0.07495  	0.05331  	0.01996  	-0.0168  	-0.1496  	
-0.7206  	-0.3380  	-0.7699  	-1.4211  	-0.1276  	-1.3573  	0.56564  	-0.3105  	0.03450  	0.46374  	-0.1142  	-0.3896  	0.42170  	-0.6047  	-0.2547  	1.64054  	-1.0511  	0.41558  	0.37228  	0.63287  	-0.1304  	-0.2497  	-0.6144  	0.32528  	0.05376  	-0.2857  	0.71627  	0.82924  	-0.1589  	0.27499  	0.20006  	0.55789  	0.05825  	-0.1425  	0.57183  	0.30292  	0.11138  	-0.4754  	-0.4005  	0.77191  	-0.0221  	-0.0622  	-0.4375  	0.46625  	0.32677  	-0.0536  	-0.0299  	-0.0662  	-0.0555  	-0.1795  	-0.1050  	-0.0754  	-0.0198  	-0.0345  	-0.0537  	-0.0316  	-0.0158  	-0.0456  	0.00777  	0.00828  	-0.0057  	0.00616  	-0.0055  	0.03840  	0.20085  	0.07535  	0.05398  	0.01909  	-0.0169  	-0.1519  	
-0.7150  	-0.3428  	-0.7655  	-1.4465  	-0.1275  	-1.3525  	0.56859  	-0.3171  	0.03828  	0.46965  	-0.1272  	-0.3932  	0.42504  	-0.5925  	-0.2712  	1.64570  	-1.0534  	0.41918  	0.35924  	0.61989  	-0.1572  	-0.2545  	-0.6234  	0.32291  	0.05472  	-0.2857  	0.70458  	0.84029  	-0.1452  	0.27562  	0.20369  	0.55517  	0.06047  	-0.1392  	0.57334  	0.30782  	0.09596  	-0.4821  	-0.4043  	0.77056  	-0.0072  	-0.0667  	-0.4272  	0.47058  	0.32970  	-0.0522  	-0.0346  	-0.0608  	-0.0498  	-0.1751  	-0.1039  	-0.0751  	-0.0206  	-0.0379  	-0.0524  	-0.0315  	-0.0166  	-0.0444  	0.00890  	0.00430  	-0.0066  	0.00753  	-3.7553  	0.04035  	0.20093  	0.07490  	0.05441  	0.01824  	-0.0172  	-0.1522  	
-0.7150  	-0.3522  	-0.7433  	-1.4205  	-0.1218  	-1.3493  	0.57414  	-0.3232  	0.04403  	0.48013  	-0.1617  	-0.3825  	0.41882  	-0.6149  	-0.2627  	1.67421  	-1.0441  	0.43508  	0.36642  	0.61054  	-0.1589  	-0.2711  	-0.6134  	0.29765  	0.03253  	-0.2761  	0.67203  	0.85114  	-0.1441  	0.26962  	0.20523  	0.55266  	0.05190  	-0.1335  	0.55104  	0.29538  	0.08820  	-0.4812  	-0.4003  	0.77017  	0.00849  	-0.0621  	-0.4204  	0.47478  	0.32608  	-0.0505  	-0.0350  	-0.0596  	-0.0473  	-0.1749  	-0.1034  	-0.0743  	-0.0224  	-0.0370  	-0.0531  	-0.0333  	-0.0155  	-0.0452  	0.00754  	0.00363  	-0.0071  	0.00695  	-2.5400  	0.04245  	0.20013  	0.07314  	0.05482  	0.01804  	-0.0184  	-0.1500  	
-0.7479  	-0.3474  	-0.7400  	-1.4217  	-0.1303  	-1.3694  	0.56962  	-0.3194  	0.04543  	0.47439  	-0.1204  	-0.3822  	0.38436  	-0.6278  	-0.2776  	1.67705  	-1.0518  	0.44068  	0.37278  	0.62201  	-0.1265  	-0.2614  	-0.6052  	0.31986  	0.01586  	-0.2794  	0.66926  	0.83189  	-0.1623  	0.26002  	0.20259  	0.55308  	0.04911  	-0.1370  	0.55165  	0.28952  	0.10456  	-0.4764  	-0.4105  	0.77464  	-0.0045  	-0.0634  	-0.4296  	0.47863  	0.32764  	-0.0503  	-0.0334  	-0.0705  	-0.0518  	-0.1786  	-0.1055  	-0.0769  	-0.0184  	-0.0341  	-0.0569  	-0.0312  	-0.0168  	-0.0470  	0.00969  	0.00713  	-0.0059  	0.00786  	-0.0043  	0.03852  	0.19763  	0.07053  	0.05478  	0.01723  	-0.0187  	-0.1478  	
-0.7503  	-0.3489  	-0.7418  	-1.4394  	-0.1323  	-1.3759  	0.57256  	-0.3021  	0.04018  	0.46648  	-0.0724  	-0.4012  	0.37904  	-0.6221  	-0.2973  	1.67367  	-1.0614  	0.42362  	0.36706  	0.64332  	-0.0993  	-0.2473  	-0.6266  	0.33681  	0.02327  	-0.2777  	0.69462  	0.82437  	-0.1953  	0.25810  	0.19978  	0.55957  	0.05638  	-0.1452  	0.56341  	0.29113  	0.12017  	-0.4717  	-0.4165  	0.76673  	-0.0204  	-0.0584  	-0.4416  	0.47005  	0.33008  	-0.0528  	-0.0313  	-0.0783  	-0.0540  	-0.1765  	-0.1037  	-0.0773  	-0.0168  	-0.0348  	-0.0583  	-0.0321  	-0.0150  	-0.0464  	0.01080  	0.00953  	-0.0065  	0.00918  	-0.0034  	0.03753  	0.19706  	0.06678  	0.05424  	0.01600  	-0.0191  	-0.1442  	
-0.7233  	-0.3446  	-0.7340  	-1.4127  	-0.1177  	-1.3511  	0.56979  	-0.3006  	0.04613  	0.46538  	-0.0999  	-0.3799  	0.38101  	-0.6177  	-0.2937  	1.67069  	-1.0558  	0.42328  	0.37306  	0.64374  	-0.1063  	-0.2567  	-0.6266  	0.32559  	0.03190  	-0.2843  	0.68566  	0.83558  	-0.1726  	0.26477  	0.19846  	0.55509  	0.05184  	-0.1423  	0.56243  	0.29104  	0.11078  	-0.4749  	-0.4062  	0.76855  	-0.0167  	-0.0640  	-0.4356  	0.47319  	0.32969  	-0.0521  	-0.0312  	-0.0722  	-0.0516  	-0.1768  	-0.1045  	-0.0758  	-0.0187  	-0.0338  	-0.0576  	-0.0309  	-0.0147  	-0.0465  	0.00786  	0.00701  	-0.0086  	0.00750  	-0.0029  	0.03612  	0.19722  	0.06323  	0.05342  	0.01465  	-0.0202  	-0.1241  	
-0.7214  	-0.3454  	-0.7213  	-1.4074  	-0.1166  	-1.3495  	0.57179  	-0.2975  	0.04823  	0.47056  	-0.1260  	-0.3813  	0.39379  	-0.5877  	-0.2783  	1.65232  	-1.0466  	0.41462  	0.37416  	0.63544  	-0.1131  	-0.2544  	-0.6264  	0.33234  	0.04498  	-0.2885  	0.69980  	0.81577  	-0.1666  	0.27181  	0.19481  	0.55032  	0.05045  	-0.1395  	0.56846  	0.28797  	0.11208  	-0.4726  	-0.4076  	0.76920  	-0.0165  	-0.0647  	-0.4344  	0.47307  	0.32907  	-0.0511  	-0.0312  	-0.0663  	-0.0505  	-0.1784  	-0.1055  	-0.0756  	-0.0214  	-0.0333  	-0.0581  	-0.0308  	-0.0135  	-0.0468  	0.00654  	0.00541  	-0.0085  	0.00661  	-0.0022  	0.03585  	0.19819  	0.05875  	0.05271  	0.01347  	-0.0214  	-0.1103  	
